Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-09-04,29.614010379481616,29.695590536734727,29.124522875699423,29.230579376220703,20649441,0.0,0.0
2019-09-05,29.459004122046043,29.76085824459409,29.279525154119266,29.64664077758789,22096794,0.0,0.0
2019-09-06,29.66295980765445,29.834281090130293,29.459004494174348,29.77717399597168,20873416,0.0,0.0
2019-09-09,29.850594294707403,30.054546313223494,29.47532100617466,30.046388626098633,24675616,0.0,0.0
2019-09-10,29.8505914594769,30.495084762573246,29.38557709647503,30.495084762573242,32250397,0.0,0.0
2019-09-11,30.78878570094121,30.80510107779003,30.103500511706066,30.51956558227539,16963181,0.0,0.0
2019-09-12,30.650091611666596,30.69088332920184,30.234026589228506,30.41350555419922,16692303,0.0,0.0
2019-09-13,30.50324430380028,30.674562287831197,29.866908648358926,30.111652374267578,24099605,0.0,0.0
2019-09-16,29.74453780182116,30.201394521865566,29.654799963316172,30.046388626098633,19877070,0.0,0.0
2019-09-17,30.013760060324262,30.02191774804238,29.654802119936328,29.77717399597168,22091945,0.0,0.0
2019-09-18,29.834283338766486,29.956655224025113,29.581381879916258,29.679277420043945,19679550,0.0,0.0
2019-09-19,29.711901645787226,29.997433763716902,29.646633600403995,29.785324096679688,17746409,0.0,0.0
2019-09-20,30.09534018454413,30.389033342732382,29.76085858781013,29.93217658996582,45990658,0.0,0.0
2019-09-23,29.679273845033244,29.85059511978526,29.556901974514894,29.565059661865234,17295191,0.0,0.0
2019-09-24,29.589539161732183,29.842440617107915,29.352953082798244,29.377426147460938,24186560,0.0,0.0
2019-09-25,29.295843081699527,29.65480100863567,29.12452180564387,29.28768539428711,20269685,0.0,0.0
2019-09-26,29.426376814754864,29.565064080702292,29.018469425350062,29.189790725708008,17059728,0.0,0.0
2019-09-27,29.255051057239644,29.646639729712586,29.140836874402133,29.548744201660156,17583671,0.0,0.0
2019-09-30,29.597697897792024,29.622170963321132,29.30400471078229,29.312162399291992,17205391,0.0,0.0
2019-10-01,29.312156495537412,29.385578957468823,28.90424919128418,28.90424919128418,22013001,0.0,0.0
2019-10-02,28.765563005855043,28.773720693019925,28.27607553490981,28.308706283569336,22458000,0.0,0.0
2019-10-03,28.316870558842687,28.93688765711951,28.227129429282343,28.92057228088379,22076135,0.0,0.0
2019-10-04,28.953204424072553,29.352954121972594,28.920573670033743,29.312162399291992,18065349,0.0,0.0
2019-10-07,29.222421688508568,29.58137962863308,29.20610303295253,29.230579376220703,11759373,0.0,0.0
2019-10-08,29.083728142745088,29.27136478107266,28.896091504417516,28.90424919128418,14761270,0.0,0.0
2019-10-09,29.08373140148463,29.279525748617,28.985835867984346,29.116365432739258,13634333,0.0,0.0
2019-10-10,29.100049110796718,29.377423606847287,29.042942018057182,29.19794464111328,12198680,0.0,0.0
2019-10-11,29.48347979090364,29.84243771854987,29.42637269877212,29.459003448486328,18446054,0.0,0.0
2019-10-14,29.499799470943607,29.654805395102535,29.352954515535895,29.614013671875,8700981,0.0,0.0
2019-10-15,29.736382277249305,29.972968341601888,29.703751526376823,29.77717399597168,15178232,0.0,0.0
2019-10-16,29.88323011908363,29.981125650596226,29.630325402357748,29.64664077758789,14435795,0.0,0.0
2019-10-17,29.76902133032548,30.03008050187344,29.67112250092883,29.744544982910156,15312090,0.0,0.0
2019-10-18,29.720071915627155,29.940339361571123,29.654807122740166,29.744544982910156,14219198,0.0,0.0
2019-10-21,29.899550916099457,29.924023983382458,29.6629648118345,29.744544982910156,13237081,0.0,0.0
2019-10-22,29.703748789275174,29.94033155169567,29.573215957418096,29.720064163208008,14549416,0.0,0.0
2019-10-23,29.622167035654215,30.00560130569448,29.548744568670045,29.997440338134766,14000598,0.0,0.0
2019-10-24,29.98112640498908,30.054548875503933,29.581380021001646,29.68743324279785,19998385,0.0,0.0
2019-10-25,29.69558950263838,30.087181460106702,29.622167035654215,29.997440338134766,17497665,0.0,0.0
2019-10-28,30.070866279350895,30.576669144208505,30.038232249296367,30.41350555419922,25800339,0.0,0.0
2019-10-29,31.000889429269943,31.6209064306238,30.935624654397508,31.172210693359375,32212032,0.0,0.0
2019-10-30,31.335373757147796,31.669858628016474,31.245635913824316,31.392480850219727,22019430,0.0,0.0
2019-10-31,31.319049745626725,31.47405560697304,31.14772851365369,31.302734375,24539860,0.0,0.0
2019-11-01,31.563805049351203,31.767760377817822,31.319061279296875,31.319061279296875,19263220,0.0,0.0
2019-11-04,31.58011617421133,31.60459251600061,31.025363922119137,31.02536392211914,17709730,0.0,0.0
2019-11-05,31.02535966739345,31.08246675022818,30.568506284846748,30.576663970947266,21688474,0.0,0.0
2019-11-06,30.682722091674805,30.780617610248346,30.470609121191416,30.682722091674805,18757722,0.0,0.0
2019-11-07,30.806279083862332,30.95454318842721,30.377956511768872,30.402666091918945,22727297,0.341556,0.0
2019-11-08,30.377954912434124,30.60859089568785,30.336768969186807,30.517982482910156,26626886,0.0,0.0
2019-11-11,30.402661591885057,30.485033470524172,30.270870560260544,30.419137954711914,12542916,0.0,0.0
2019-11-12,30.33677130917063,30.5509342563774,30.229689835567246,30.452089309692383,13338370,0.0,0.0
2019-11-13,30.435609004270535,30.435609004270535,29.900205075651193,30.147314071655273,25855252,0.0,0.0
2019-11-14,30.11437616104964,30.279113328629517,29.91668626102194,30.106136322021484,25190600,0.0,0.0
2019-11-15,30.17203297697369,30.863937641437705,30.081424560721118,30.707433700561523,36378810,0.0,0.0
2019-11-18,30.798041367057458,30.839227310881636,30.443850860932955,30.658010482788086,18084532,0.0,0.0
2019-11-19,30.83098340821854,31.036909788360173,30.740378317948274,31.02043342590332,26475110,0.0,0.0
2019-11-20,30.946305032453346,31.045149971514096,30.48503637777793,30.517982482910156,19947582,0.0,0.0
2019-11-21,30.649775625663597,31.251075203817482,30.509748045600016,31.08633804321289,20942664,0.0,0.0
2019-11-22,31.127523359867354,31.638214563048567,31.04515477246693,31.57231903076172,25544006,0.0,0.0
2019-11-25,31.695874286243683,32.02535526697898,31.67116470301322,31.860614776611328,31592385,0.0,0.0
2019-11-26,31.74529844516263,31.78648439789312,31.341688693368468,31.53937530517578,34620633,0.0,0.0
2019-11-27,31.613506264799252,31.885324932547118,31.572320313509426,31.819429397583008,19201034,0.0,0.0
2019-11-29,31.74528812974162,32.02534655600678,31.720578553232222,31.72881507873535,9793873,0.0,0.0
2019-12-02,31.95122489698228,31.959461425161816,31.506425880624825,31.53937530517578,15645998,0.0,0.0
2019-12-03,31.267552780117274,31.465242700368705,31.168711131824303,31.34168815612793,20869832,0.0,0.0
2019-12-04,31.489951229785813,31.51466081307327,31.209896038530797,31.41581916809082,14501248,0.0,0.0
2019-12-05,31.605259450871944,31.605259450871944,31.127514493991306,31.3252010345459,13098058,0.0,0.0
2019-12-06,31.53113877699624,31.728825388803553,31.481716296086212,31.53937530517578,12868708,0.0,0.0
2019-12-09,31.382861968602455,31.613497936131466,31.382861968602455,31.564075469970703,15641571,0.0,0.0
2019-12-10,31.522897662877664,31.778243246626964,31.457002135195015,31.695871353149414,19171311,0.0,0.0
2019-12-11,31.605268786980464,31.770009275355644,31.465241193369483,31.481714248657227,15569372,0.0,0.0
2019-12-12,31.440526506310263,31.811190100149975,31.440526506310263,31.74529457092285,13414469,0.0,0.0
2019-12-13,31.72882298983833,31.86061405441203,31.3581593787876,31.57231903076172,16678496,0.0,0.0
2019-12-16,31.877093406315463,32.453680195774865,31.844143981170394,32.23951721191406,24187824,0.0,0.0
2019-12-17,32.48661609887315,32.48661609887315,31.99239805985485,32.04182052612305,29038016,0.0,0.0
2019-12-18,32.132429529096896,32.19008852217427,31.827661511925566,32.03358459472656,27339390,0.0,0.0
2019-12-19,32.12420019973226,32.247754739458166,31.96769623722421,32.0994873046875,22022276,0.0,0.0
2019-12-20,32.412489862289625,32.56899381487228,32.099485268956734,32.31364822387695,58199772,0.0,0.0
2019-12-23,32.47014399276653,32.552512564390476,32.23127149204197,32.38777542114258,17454345,0.0,0.0
2019-12-24,32.3960094107276,32.48661450123697,32.288927957717895,32.363059997558594,5187683,0.0,0.0
2019-12-26,32.371303117726725,32.59369925980357,32.288931232366124,32.437198638916016,9384078,0.0,0.0
2019-12-27,32.47838051874573,32.63488444784634,32.33011642745624,32.38777542114258,10117662,0.0,0.0
2019-12-30,32.3713085322552,32.4701501746557,32.033591031819405,32.05006408691406,11554264,0.0,0.0
2019-12-31,31.951219830275253,32.28893399124684,31.885320991623345,32.2724609375,15175703,0.0,0.0
2020-01-02,32.371311600661485,32.41249424230175,32.02535753988612,32.23951721191406,16514072,0.0,0.0
2020-01-03,31.89357034237095,32.32189305035906,31.852384383888143,32.06654739379883,14922848,0.0,0.0
2020-01-06,31.97592619522747,32.124193599535296,31.877084570854194,32.02534866333008,15771951,0.0,0.0
2020-01-07,32.223032385016445,32.231268910335906,31.860605399970197,31.918264389038086,20108107,0.0,0.0
2020-01-08,31.92650545986076,32.30540554949144,31.918268933368633,32.173614501953125,16403507,0.0,0.0
2020-01-09,32.346589137790104,32.346589137790104,31.95121602397254,32.03358459472656,21971895,0.0,0.0
2020-01-10,32.107719290361274,32.64312332404441,32.09948276378906,32.52780532836914,21557357,0.0,0.0
2020-01-13,32.63488724368071,32.75844176761752,32.29716977860959,32.461910247802734,15392405,0.0,0.0
2020-01-14,32.47838287708622,33.01378691109876,32.37130471974944,33.005550384521484,20919160,0.0,0.0
2020-01-15,33.10439417057723,33.66450776475347,33.08791780616613,33.4997673034668,23925800,0.0,0.0
2020-01-16,33.59861149108459,33.60684801718989,33.211471581311905,33.45034408569336,16216422,0.0,0.0
2020-01-17,33.41739961321128,33.61508618488831,33.29384509193412,33.367977142333984,23083970,0.0,0.0
2020-01-21,33.26090097578359,33.49153700208572,33.10440032353048,33.22795486450195,23115696,0.0,0.0
2020-01-22,33.21147880927033,33.285610872183646,32.92318377368223,33.104400634765625,18097812,0.0,0.0
2020-01-23,33.10439558737122,33.63155978711875,33.05497311568684,33.53271484375,27148510,0.0,0.0
2020-01-24,33.72216940274973,33.74687898355431,32.65136128823642,32.799625396728516,34143698,0.0,0.0
2020-01-27,32.46190131735833,33.30207317372571,32.33011030299312,33.079673767089844,31964026,0.0,0.0
2020-01-28,32.387782433386164,32.52781002901367,31.259315205105704,31.41581916809082,70202408,0.0,0.0
2020-01-29,31.399341082615823,31.613500705631488,30.929832580705025,30.95454216003418,34165726,0.0,0.0
2020-01-30,30.871339852277515,30.929587852696727,30.530172514727376,30.84637451171875,32316589,0.360531,0.0
2020-01-31,30.738203498229286,31.16257749891521,30.70491749164773,30.987836837768555,33894005,0.0,0.0
2020-02-03,31.170890584918144,31.6535157643854,31.03774995091909,31.212493896484375,20875735,0.0,0.0
2020-02-04,31.68680441935281,31.81994173292349,31.312354470311647,31.362281799316406,31150865,0.0,0.0
2020-02-05,31.49541932552866,32.09454058630469,31.47045733368925,31.761693954467773,29443490,0.0,0.0
2020-02-06,31.986360334082434,32.0362876557297,31.645193090878188,31.836578369140625,21047748,0.0,0.0
2020-02-07,31.919802077442853,31.953084738933324,31.56199339243869,31.661848068237305,21903596,0.0,0.0
2020-02-10,31.79497233020519,31.80329299215603,31.38723647497846,31.462125778198242,19998385,0.0,0.0
2020-02-11,31.52870560809471,31.72841158157967,31.420530284500046,31.695125579833984,16027335,0.0,0.0
2020-02-12,31.69512339837445,31.77833672417987,31.387242122485166,31.403886795043945,22944315,0.0,0.0
2020-02-13,31.2707396191129,31.2707396191129,30.696583850018765,30.729869842529297,22099745,0.0,0.0
2020-02-14,30.763153057641848,30.82140103636465,30.305493235387388,30.380382537841797,21006747,0.0,0.0
2020-02-18,30.41366960472689,30.513524252950816,30.180681001642196,30.2222843170166,17988513,0.0,0.0
2020-02-19,30.288850223734382,30.37206353827114,30.130750948306815,30.14739227294922,17750941,0.0,0.0
2020-02-20,29.714697946274963,30.00593789046305,29.46506466430311,29.831193923950195,42953135,0.0,0.0
2020-02-21,29.756302735702203,29.806230058086822,29.564917454613287,29.7230167388916,32425256,0.0,0.0
2020-02-24,29.157187419893063,29.456748068759026,28.791058109686134,28.849306106567383,37969296,0.0,0.0
2020-02-25,28.857622786233623,28.907550111760962,28.05047495147377,28.233539581298828,41878898,0.0,0.0
2020-02-26,28.4914939307248,29.298641776933746,28.30842929830304,28.89090919494629,47920005,0.0,0.0
2020-02-27,28.65791159985378,29.71469252373003,28.374992370605465,28.37499237060547,55444827,0.0,0.0
2020-02-28,27.867413947510133,28.24186222388206,27.06858672007689,27.809165954589844,66057447,0.0,0.0
2020-03-02,28.216899967798604,29.082295843936986,27.834127685456483,29.0240478515625,42034469,0.0,0.0
2020-03-03,29.273678479910178,29.772945028653346,28.175290734410144,28.541419982910156,46174475,0.0,0.0
2020-03-04,29.20710594703591,30.338776194322705,29.08228932644307,30.288848876953125,38712155,0.0,0.0
2020-03-05,29.6647712028486,30.10579313227146,29.257038618647268,29.506671905517578,35096303,0.0,0.0
2020-03-06,28.874265021372253,29.265359628923054,28.391643114523205,29.14054298400879,40931036,0.0,0.0
2020-03-09,27.84244968320367,28.865944850712623,27.59281638911242,28.092082977294922,43183856,0.0,0.0
2020-03-10,28.766090684110814,28.84097999576938,27.46799701459948,28.782732009887695,40548329,0.0,0.0
2020-03-11,28.09208127759513,28.19193592745514,26.344646651852727,26.769023895263672,65350213,0.0,0.0
2020-03-12,25.362752928607414,26.62756222636549,24.963339378113744,24.979982376098633,62731445,0.0,0.0
2020-03-13,26.02012215312418,27.359820763786146,25.154724730412383,27.21836280822754,60553038,0.0,0.0
2020-03-16,24.91341886739808,26.860559700277012,24.672106220257437,25.11312484741211,50995050,0.0,0.0
2020-03-17,26.328006324509722,27.168440233412245,25.454289759384643,26.760705947875977,54220606,0.0,0.0
2020-03-18,25.604066682231625,27.135152307071067,25.22129611243742,26.9271240234375,43884976,0.0,0.0
2020-03-19,26.81062767006245,26.835591331396998,24.971662486609414,25.312828063964844,59820929,0.0,0.0
2020-03-20,25.196330233622362,25.520854461361044,24.056337614673527,24.139549255371094,52488989,0.0,0.0
2020-03-23,23.93152347971942,24.61385465506361,23.199264980196357,23.70685386657715,52853041,0.0,0.0
2020-03-24,24.555606011648134,25.004945225925876,24.048018811661922,24.713706970214844,44466784,0.0,0.0
2020-03-25,24.547283465969528,25.562459460907665,24.131226935058752,24.75531005859375,44601275,0.0,0.0
2020-03-26,24.871811448767456,26.619244458472853,24.863489112454392,26.419538497924805,43269967,0.0,0.0
2020-03-27,25.62902857683385,26.411212661228188,25.512532612204787,25.71224021911621,38290344,0.0,0.0
2020-03-30,25.837060164341235,27.3348598807968,25.837060164341235,27.18507957458496,29943508,0.0,0.0
2020-03-31,26.960408573329197,27.459675119955996,26.827271273650403,27.16011619567871,29466151,0.0,0.0
2020-04-01,26.560996468438482,26.860557082091976,26.23647386434005,26.419538497924805,26709625,0.0,0.0
2020-04-02,26.544355509660114,27.459677017448485,26.419538864378456,27.351503372192383,27186876,0.0,0.0
2020-04-03,27.151795603198483,28.200257760398692,27.151795603198483,27.992229461669922,32837370,0.0,0.0
2020-04-06,28.225219071312505,29.04068757381289,28.10872309300348,28.76609230041504,40503217,0.0,0.0
2020-04-07,29.123899910230215,29.265357873806025,27.95062117643659,27.96726417541504,24226295,0.0,0.0
2020-04-08,28.283464677376095,28.95747515470921,27.82580313888872,28.791051864624023,25523980,0.0,0.0
2020-04-09,29.148866553526403,29.764629175912532,28.99908455729931,29.448427200317383,30648107,0.0,0.0
2020-04-13,29.92272581452189,29.939370487500526,28.890909990340386,29.240394592285156,18270141,0.0,0.0
2020-04-14,29.897758731381263,30.48023854485315,29.40681289388168,30.32213592529297,21845309,0.0,0.0
2020-04-15,30.00593484007235,30.147392793299105,29.606519622124107,29.931045532226562,21312196,0.0,0.0
2020-04-16,30.05586661425506,30.172362597349945,29.6065240092711,29.856157302856445,20657451,0.0,0.0
2020-04-17,30.372064333296528,30.78811753422151,30.047538420300594,30.713228225708008,24404843,0.0,0.0
2020-04-20,30.272212474887787,30.713231049641777,30.022579193115234,30.022579193115234,22530620,0.0,0.0
2020-04-21,29.7729440432733,29.897760676328097,29.431780140899377,29.639806747436523,23975233,0.0,0.0
2020-04-22,30.754840211041554,30.788122866962382,30.055867634410667,30.164039611816406,20182624,0.0,0.0
2020-04-23,30.189004585929265,31.120969125436805,30.189004585929265,30.530168533325195,20185365,0.0,0.0
2020-04-24,30.654976136550413,31.145921925897365,30.60505216800287,31.104318618774414,17353794,0.0,0.0
2020-04-27,31.279075212692156,32.069578516100734,31.262430537440405,31.894834518432617,23394057,0.0,0.0
2020-04-28,32.49394721127942,32.63540516654237,31.104322955078715,31.54534149169922,35666728,0.0,0.0
2020-04-29,32.003001051902764,32.0778903601208,31.378917907315046,31.72008514404297,26518535,0.0,0.0
2020-04-30,31.620227807593213,32.044604978874894,31.087675341626323,31.919788360595703,29450973,0.0,0.0
2020-05-01,31.495420791587833,31.570310116255055,31.112650158254766,31.320676803588867,22679867,0.0,0.0
2020-05-04,31.287386699921097,31.553664652018412,31.129287406974097,31.304031372070312,19893512,0.0,0.0
2020-05-05,32.294242338251834,32.335845652548045,31.84490312421465,32.04460906982422,24123952,0.0,0.0
2020-05-06,32.42737963532488,32.46066563242444,32.04460906982422,32.04460906982422,24047432,0.0,0.0
2020-05-07,32.27991275645907,32.34714818577468,31.002500421541594,31.061328887939453,33546080,0.360531,0.0
2020-05-08,31.30505078899296,31.414304153411056,31.128565364703313,31.279836654663086,19893618,0.0,0.0
2020-05-11,31.30505199022576,32.111840118647194,31.229416342343594,32.01939392089844,25620421,0.0,0.0
2020-05-12,32.03621077939266,32.137057203426075,31.380693817649995,31.39750099182129,19335314,0.0,0.0
2020-05-13,31.355473418407534,31.447916226940407,30.75038154417639,31.136966705322266,24596882,0.0,0.0
2020-05-14,30.92687171400513,31.901738351360724,30.910064542414126,31.86812400817871,22362507,0.0,0.0
2020-05-15,31.90174205237962,32.07822751157525,31.422713953426385,31.73366355895996,25460002,0.0,0.0
2020-05-18,32.22109674697456,32.321943161351456,31.624408330972756,31.994186401367188,22635177,0.0,0.0
2020-05-19,31.809291496029434,31.952159194451443,31.35547426756823,31.666423797607422,19476234,0.0,0.0
2020-05-20,31.893338925828974,32.10344211414364,31.55717855513333,31.62441062927246,17504200,0.0,0.0
2020-05-21,31.573976399654562,31.641208453928424,31.136966357372163,31.313451766967773,17652181,0.0,0.0
2020-05-22,31.187397135994182,31.54036802188272,31.061336588034735,31.515153884887695,15781226,0.0,0.0
2020-05-26,31.64121040897023,31.82609941439839,31.47312857339787,31.506746292114258,23260094,0.0,0.0
2020-05-27,31.43951797485352,31.548771349926476,31.069739919995204,31.439517974853516,25904158,0.0,0.0
2020-05-28,31.80089252193386,32.30513471088796,31.700042732540958,32.08662796020508,22521767,0.0,0.0
2020-05-29,32.16226379819898,32.29672791803442,31.582382635276918,32.09503173828125,48333067,0.0,0.0
2020-06-01,29.83434982254302,30.027642465793875,29.338511144071706,29.800735473632812,76884979,0.0,0.0
2020-06-02,29.859560327490662,30.38901329040527,29.624246397748475,30.389013290405273,42690900,0.0,0.0
2020-06-03,30.498266669072045,30.599116461534496,29.867963913694982,30.389013290405273,38751996,0.0,0.0
2020-06-04,30.010831701871126,30.498266734814862,30.00242811564869,30.26295280456543,27013388,0.0,0.0
2020-06-05,30.456246958922254,30.666350141088273,30.153700944647355,30.24614715576172,36705655,0.0,0.0
2020-06-08,30.086464858915754,30.758788869948543,29.98561845361411,30.750385284423828,30194149,0.0,0.0
2020-06-09,30.674759290475546,30.809223459203253,30.39742398584432,30.431041717529297,21675088,0.0,0.0
2020-06-10,30.557098820651547,30.632734484577686,30.16210656858266,30.187320709228516,29557217,0.0,0.0
2020-06-11,29.918387657907306,29.985619723958376,27.968649294913334,27.985456466674805,63166642,0.0,0.0
2020-06-12,28.640973607985003,28.65778078089844,27.775356896867102,28.3636417388916,37902472,0.0,0.0
2020-06-15,27.985456148763692,28.33842702577599,27.531638863322982,28.03588104248047,36247482,0.0,0.0
2020-06-16,28.22917464518154,28.54012591469891,27.498023797594193,28.06949806213379,55616945,0.0,0.0
2020-06-17,28.229176682963384,28.380449690850323,28.00226801588435,28.203964233398438,27509822,0.0,0.0
2020-06-18,27.96024433677654,28.12832449365504,27.716526842175842,27.93503189086914,32278855,0.0,0.0
2020-06-19,28.313216181196154,28.355237491505694,27.834184732285525,28.086307525634766,43986266,0.0,0.0
2020-06-22,28.010667981418912,28.035880427724457,27.65769880164891,27.82577896118164,23332503,0.0,0.0
2020-06-23,27.901413723733196,27.94343502940761,27.51482852434448,27.540040969848633,37690408,0.0,0.0
2020-06-24,27.48961643397964,27.506423603831593,26.89292811418745,27.05260467529297,30817695,0.0,0.0
2020-06-25,26.985375977240974,27.212286314517552,26.75006374349457,27.161861419677734,27418651,0.0,0.0
2020-06-26,27.103033449914925,27.128245897810235,26.565175215993072,26.92654800415039,42153992,0.0,0.0
2020-06-29,27.27951696037239,27.456000704113894,27.061011909952303,27.430789947509766,23956261,0.0,0.0
2020-06-30,27.33834680407692,27.632487518011136,27.08622570941828,27.48121452331543,25451676,0.0,0.0
2020-07-01,29.02755671029063,29.02755671029063,28.338427192294912,28.355236053466797,73503009,0.0,0.0
2020-07-02,29.09478886227892,29.288081474064796,28.60735722938703,29.00234603881836,45270881,0.0,0.0
2020-07-06,29.372124090670948,29.40573843410927,28.893092664633468,29.00234603881836,27150935,0.0,0.0
2020-07-07,28.615762327026033,28.86788343215378,28.54012667128878,28.598955154418945,25148018,0.0,0.0
2020-07-08,28.582145123782553,28.88469113125152,28.212368735157117,28.3636417388916,24256545,0.0,0.0
2020-07-09,28.346832975561586,28.472893523350503,27.81737664744501,28.119922637939453,20363702,0.0,0.0
2020-07-10,28.288000657735967,28.607355485460364,28.145132948822077,28.430870056152344,24459019,0.0,0.0
2020-07-13,29.1872333907841,30.019232270232628,29.010747960839264,29.590625762939453,56569129,0.0,0.0
2020-07-14,29.725099835133275,29.767117771307156,29.313300407589182,29.60744285583496,32854129,0.0,0.0
2020-07-15,30.24614403566346,30.254547621442335,29.809133922125987,30.01923370361328,26294454,0.0,0.0
2020-07-16,29.91838455200195,29.951998892035306,29.632645766694306,29.918384552001953,18421812,0.0,0.0
2020-07-17,30.136892440698958,30.531884648647832,30.027639061117014,30.464649200439453,23347365,0.0,0.0
2020-07-20,31.506758056725282,31.616011459592734,30.523484188930322,30.674758911132812,36815693,0.0,0.0
2020-07-21,31.044530050109955,31.162187014475887,30.69155915701217,30.834426879882812,23588520,0.0,0.0
2020-07-22,32.12864732098616,32.54885024597265,31.53195896476504,32.40597915649414,90705554,0.0,0.0
2020-07-23,32.96905712199848,33.12873202248562,32.086629860074524,32.27992248535156,59639536,0.0,0.0
2020-07-24,31.960567726980848,32.0614175173646,31.372286293756236,31.64961814880371,33870501,0.0,0.0
2020-07-27,31.39749812116201,31.725258261569213,31.28824812003163,31.54877281188965,27640307,0.0,0.0
2020-07-28,32.38917244693313,33.06149646068639,31.985780066084207,32.79256820678711,56393954,0.0,0.0
2020-07-29,33.02788041481838,33.153940949706886,32.31353513111358,32.9942626953125,37033660,0.0,0.0
2020-07-30,32.48509043291527,33.045178551968625,32.41720127412364,32.87545394897461,32273796,0.360531,0.0
2020-07-31,32.4850982566853,32.88394758714945,32.12867752816581,32.65481948852539,28472124,0.0,0.0
